******************************************************************
*** Stations. Format:
*** ID;Name;Opening Time;Closing Time;Stop Delay;Street;Town;PostalCode
******************************************************************
1;S1;00:00;23:59;8;235 E Garvey Ave;Monterey Park;CA 91755-1811
2;S2;00:00;23:59;13;1527 Franklin Avenue;Mineola;NY 11501-4827
3;S3;00:00;23:59;5;1065 N Aviation Blvd;Manhattan Beach;CA 90266-621
4;S4;00:00;23:59;12;6112 Enterprise Rd;Summit;MS 39666-7589
5;S5;00:00;23:59;6;255 Butler Ave;Lancaster;PA 17601-6308
6;S6;00:00;23:59;16;845 Dracut Ln;Schaumburg;IL 60173-5927
7;S7;00:00;23:59;11;3252 N 49th St;Pennsauken;NJ 08109-2120
8;S8;00:00;23:59;6;1565 Franklin Avenue;Mineola;NY 11501-4808
9;S9;00:00;23:59;12;753 Stillwater Ave, Ste 5;Bangor;ME 04401-3633
10;S10;00:00;23:59;12;4626 N Harlem Ave;Harwood Heights;IL 60706-4714
11;S11;00:00;23:59;18;9950 W 116th Pl;Overland Park;KS 66210-3103
12;S12;00:00;23:59;5;18214 Via Calma;Rowland Heights;CA 91748-3350
13;S13;00:00;23:59;18;7870 SE 171st Buchanan Pl;Lady Lake;FL 32162-8313
14;S14;00:00;23:59;8;734 Wampler Dr;Charleston;SC 29412-9157
15;S15;00:00;23:59;14;109 Shartom Dr;Augusta;GA 30907-4712
16;S16;00:00;23:59;8;110 W Arrow Hwy;Upland;CA 91786-5238
17;S17;00:00;23:59;10;1001 E Grant St, Unit F1;Santa Ana;CA 92701-8527
18;S18;00:00;23:59;7;721 Ninth Ave;New York;NY 10019-7256
19;S19;00:00;23:59;11;13 Fraternity Row;Gainesville;FL 32603-2174
20;S20;00:00;23:59;15;17403 Harlan D;Yorba Linda;CA 92886-1876
21;S21;00:00;23:59;15;19870 NW 54th Ave;Miami Gardens;FL 33055-1668
22;S22;00:00;23:59;7;1060 Beam Rd;Denver;PA 17517-9746
23;S23;00:00;23:59;7;1700 McHenry Ave, Ste 23;Modesto;CA 95350-4329
24;S24;00:00;23:59;14;5529 Joshua St;Lansing;MI 48911-3960
25;S25;00:00;23:59;20;19991 Santa Maria Ave;Castro Valley;CA 94546-4262
26;S26;00:00;23:59;20;805 SE Broad St;Metter;GA 30439-3932
27;S27;00:00;23:59;7;21710 Lundy Dr;Farmington Hills;MI 48336-4639
28;S28;00:00;23:59;15;4347 W 176th St;Torrance;CA 90504-3127
29;S29;00:00;23:59;20;218 Ash Ave;Ames;IA 50014-7115
30;S30;00:00;23:59;17;1635 Camile Pl;Santa Ana;CA 92703-4401
31;S31;00:00;23:59;15;109 Fountain Oaks Cir, Apt 63;Sacramento;CA 95831-5147
32;S32;00:00;23:59;6;1600 N Wilmot Rd;Tucson;AZ 85712-4456
33;S33;00:00;23:59;9;304 Shamrock Pl;Richardson;TX 75081-3960
34;S34;00:00;23:59;5;121 Spring Garden Dr;Hutto;TX 78634-4015
35;S35;00:00;23:59;8;8141 S East St;Indianapolis;IN 46227-2725
36;S36;00:00;23:59;15;2138 Nimrick Ln;San Jose;CA 95124-6015
37;S37;00:00;23:59;14;12605 Beach Blvd;Stanton;CA 90680-4007
38;S38;00:00;23:59;9;3621 Sterling Woods Dr;Eugene;OR 97408-7201
39;S39;00:00;23:59;12;1900 68th Ave;Greeley;CO 80634-7967
40;S40;00:00;23:59;13;6131 Monterey Rd, Apt 1;Los Angeles;CA 90042-4328
41;S41;00:00;23:59;9;6218 Mershon St;Philadelphia;PA 19149-3014
42;S42;00:00;23:59;9;155 Mineola Boulevard;Mineola;NY 11501-3920
43;S43;00:00;23:59;10;5012 W 163rd St;Stilwell;KS 66085-8243
44;S44;00:00;23:59;13;16502 Trailway Dr;Macomb;MI 48042-5777
45;S45;00:00;23:59;15;20918 State Highway 59;Noel;MO 64854-8278
46;S46;00:00;23:59;19;2044 22nd St;San Pablo;CA 94806-3539
47;S47;00:00;23:59;5;1272 70th St;Brooklyn;NY 11228-1406
48;S48;00:00;23:59;9;632 State St;White Haven;PA 18661-4028
49;S49;00:00;23:59;18;2111 E Belt Line Rd;Richardson;TX 75081-3900
50;S50;00:00;23:59;20;64711 E County Line Rd;Millersburg;IN 46543-9741
******************************************************************
*** Customers. Format:
*** ID;First Name;Last Name;Street;Town;PostalCode
******************************************************************
Route: 239 Stations: 2, 3, 4, 19, 20, 21, 40, 39, 11, 10, 9, 8, 7, 6, 27, 26 Stops: 2, 4, 20, 40, 11, 10, 8, 26
Route: 262 Stations: 3, 2, 4, 5, 6, 7, 8, 9, 10, 11 Stops: 3, 5, 7, 8, 9, 11
Route: 276 Stations: 3, 4, 5, 6, 7, 8, 9, 10, 11, 39, 40, 21, 20, 22 Stops: 3, 4, 6, 7, 11, 40, 20, 22
Route: 301 Stations: 3, 4, 5, 6, 7, 8, 28, 29, 21, 22, 23, 30, 31, 32 Stops: 3, 4, 5, 6, 29, 21, 22, 30, 31, 32
Route: 313 Stations: 3, 4, 5, 6, 7, 8, 28, 29, 21, 40, 39, 11, 12, 13, 14, 38 Stops: 3, 8, 29, 21, 40, 13, 38
Route: 315 Stations: 3, 4, 5, 6, 7, 8, 28, 29, 21, 40, 39, 11, 12, 13, 14, 38, 37, 36 Stops: 3, 5, 6, 7, 40, 39, 12, 36
Route: 339 Stations: 3, 4, 19, 20, 21, 29, 28, 8, 7, 6, 9, 10, 11, 12, 13, 14 Stops: 3, 28, 8, 7, 9, 14
Route: 369 Stations: 3, 4, 19, 20, 21, 40, 39, 11, 10, 9, 8, 28, 12 Stops: 3, 20, 11, 10, 8, 12
Route: 376 Stations: 3, 4, 19, 20, 21, 40, 39, 11, 12, 13, 14, 38, 37, 36, 35 Stops: 3, 19, 39, 12, 37, 35
Route: 380 Stations: 4, 3, 2 Stops: 4, 3, 2
Route: 384 Stations: 4, 3, 2, 5, 6, 7 Stops: 4, 2, 6, 7
Route: 387 Stations: 4, 3, 2, 5, 6, 7, 8, 9, 10 Stops: 4, 3, 5, 6, 7, 8, 9, 10
Route: 397 Stations: 4, 5, 6, 7, 8, 9, 10, 11, 38, 37, 36, 39 Stops: 4, 7, 8, 36, 39
Route: 410 Stations: 4, 5, 6, 7, 8, 9, 10, 11, 39, 40, 21, 29, 30, 31, 32, 33 Stops: 4, 6, 9, 10, 11, 39, 29, 30, 31, 32, 33
Route: 422 Stations: 4, 5, 6, 7, 8, 28, 29, 21, 20, 22 Stops: 4, 5, 6, 22
Route: 424 Stations: 4, 5, 6, 7, 8, 28, 29, 21, 20, 22, 23, 24 Stops: 4, 5, 21, 20, 24
Route: 427 Stations: 4, 5, 6, 7, 8, 28, 29, 21, 22, 23, 30, 31, 32 Stops: 4, 6, 7, 8, 28, 21, 31, 32
Route: 431 Stations: 4, 5, 6, 7, 8, 28, 29, 21, 30, 31, 32, 33, 40, 39 Stops: 4, 5, 6, 7, 28, 29, 30, 31, 33, 40, 39
Route: 455 Stations: 4, 19, 20, 21, 22, 23, 29, 28 Stops: 4, 19, 21, 28
Route: 467 Stations: 4, 19, 20, 21, 29, 28, 8, 9, 10, 11, 12, 13, 14, 38 Stops: 4, 21, 8, 9, 13, 14, 38
Route: 468 Stations: 4, 19, 20, 21, 29, 28, 8, 9, 10, 11, 12, 13, 14, 38, 37 Stops: 4, 20, 21, 29, 28, 8, 10, 11, 12, 37
Route: 477 Stations: 4, 19, 20, 21, 29, 28, 8, 27, 26, 30, 31 Stops: 4, 19, 20, 21, 8, 27, 26, 31
Route: 483 Stations: 4, 19, 20, 21, 30, 31, 32, 33, 40, 39, 11 Stops: 4, 19, 30, 33, 11
Route: 487 Stations: 4, 19, 20, 21, 30, 31, 32, 33, 40, 39, 11, 10, 9, 8, 7 Stops: 4, 19, 20, 21, 30, 31, 40, 11, 7
Route: 488 Stations: 4, 19, 20, 21, 30, 31, 32, 33, 40, 39, 11, 10, 9, 8, 7, 6 Stops: 4, 19, 20, 21, 30, 40, 39, 10, 6
Route: 495 Stations: 4, 19, 20, 21, 40, 39, 11, 10, 9, 8, 28, 12 Stops: 4, 19, 21, 39, 28, 12
Route: 497 Stations: 4, 19, 20, 21, 40, 39, 11, 10, 9, 8, 28, 12, 13, 14 Stops: 4, 20, 40, 11, 10, 28, 13, 14
Route: 516 Stations: 5, 4, 18, 17, 19, 20, 21, 22, 23 Stops: 5, 19, 22, 23
Route: 519 Stations: 5, 4, 19, 20, 21, 22, 23, 29, 28 Stops: 5, 4, 19, 21, 22, 23, 29, 28
Route: 536 Stations: 5, 4, 19, 20, 21, 29, 28, 8, 9, 10, 11, 39, 27 Stops: 5, 4, 21, 28, 8, 9, 39, 27
Route: 542 Stations: 5, 4, 19, 20, 21, 29, 28, 8, 27, 26, 30, 31, 32, 33 Stops: 5, 20, 21, 28, 27, 26, 30, 33
Route: 554 Stations: 5, 4, 19, 20, 21, 40, 39, 11, 10, 9, 8, 7, 27, 26, 25 Stops: 5, 19, 21, 39, 11, 10, 9, 8, 26, 25
Route: 580 Stations: 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 38, 37, 36, 35 Stops: 5, 6, 7, 9, 12, 38, 36, 35
Route: 590 Stations: 5, 6, 7, 8, 9, 10, 11, 39, 40, 21, 20, 19, 4, 3, 2, 18 Stops: 5, 9, 39, 20, 19, 2, 18
Route: 634 Stations: 5, 6, 7, 8, 28, 29, 21, 40, 39, 11, 10, 12, 13 Stops: 5, 7, 8, 29, 21, 39, 12, 13
Route: 635 Stations: 5, 6, 7, 8, 28, 29, 21, 40, 39, 11, 10, 12, 13, 14 Stops: 5, 28, 29, 21, 12, 13, 14
Route: 637 Stations: 5, 6, 7, 8, 28, 29, 21, 40, 39, 11, 12, 13, 14, 38 Stops: 5, 6, 8, 28, 40, 38
Route: 649 Stations: 6, 5, 4, 3, 2, 18, 17 Stops: 6, 5, 4, 3, 2, 18, 17
Route: 655 Stations: 6, 5, 4, 18, 17, 19, 20, 21, 22, 23 Stops: 6, 5, 23
Route: 683 Stations: 6, 5, 4, 19, 20, 21, 30, 31, 32, 33, 40, 39 Stops: 6, 5, 19, 20, 21, 32, 39
Route: 684 Stations: 6, 5, 4, 19, 20, 21, 30, 31, 32, 33, 40, 39, 11 Stops: 6, 4, 20, 21, 33, 11
Route: 685 Stations: 6, 5, 4, 19, 20, 21, 30, 31, 32, 33, 40, 39, 11, 10 Stops: 6, 4, 21, 32, 33, 10
Route: 689 Stations: 6, 5, 4, 19, 20, 21, 40, 39, 11, 10, 9, 8, 27 Stops: 6, 5, 20, 40, 10, 9, 8, 27
Route: 690 Stations: 6, 5, 4, 19, 20, 21, 40, 39, 11, 10, 9, 8, 27, 26 Stops: 6, 5, 4, 20, 40, 39, 9, 8, 27, 26
Route: 695 Stations: 6, 5, 4, 19, 20, 21, 40, 39, 11, 10, 9, 8, 28, 12, 13 Stops: 6, 4, 19, 21, 40, 8, 12, 13
Route: 696 Stations: 6, 5, 4, 19, 20, 21, 40, 39, 11, 10, 9, 8, 28, 12, 13, 14 Stops: 6, 4, 20, 21, 11, 10, 9, 28, 13, 14
Route: 714 Stations: 6, 7, 8, 9, 10, 11, 12, 13, 14, 38, 37 Stops: 6, 9, 11, 13, 37
Route: 728 Stations: 6, 7, 8, 9, 10, 11, 39, 40, 21, 20, 19, 4, 18, 17 Stops: 6, 40, 21, 19, 18, 17
Route: 732 Stations: 6, 7, 8, 9, 10, 11, 39, 40, 21, 20, 19, 4, 18, 17, 22, 23, 24 Stops: 6, 7, 8, 9, 10, 11, 39, 21, 20, 19, 18, 17, 22, 23, 24
Route: 734 Stations: 6, 7, 8, 9, 10, 11, 39, 40, 21, 22, 23, 29, 28 Stops: 6, 7, 9, 11, 40, 22, 23, 29, 28
Route: 741 Stations: 6, 7, 8, 9, 10, 11, 39, 40, 21, 30, 31, 32, 33, 41, 42 Stops: 6, 9, 39, 33, 42
Route: 745 Stations: 6, 7, 8, 27, 26, 28 Stops: 6, 8, 26, 28
Route: 746 Stations: 6, 7, 8, 27, 26, 28, 29 Stops: 6, 7, 8, 28, 29
Route: 747 Stations: 6, 7, 8, 27, 26, 28, 29, 21 Stops: 6, 7, 27, 28, 21
Route: 753 Stations: 6, 7, 8, 27, 26, 28, 29, 21, 20, 19, 4, 3, 2, 1 Stops: 6, 7, 27, 28, 21, 19, 3, 1
Route: 761 Stations: 6, 7, 8, 28, 29, 21, 22, 23, 30 Stops: 6, 7, 8, 29, 21, 22, 23, 30
Route: 768 Stations: 6, 7, 8, 28, 29, 21, 30, 31, 32, 33, 40, 39, 11 Stops: 6, 7, 31, 33, 40, 39, 11
Route: 771 Stations: 6, 7, 8, 28, 29, 21, 40, 39, 11, 10, 12 Stops: 6, 7, 28, 29, 40, 10, 12
Route: 795 Stations: 7, 6, 5, 4, 18, 17, 19, 20, 21, 22, 23, 24 Stops: 7, 17, 19, 23, 24
Route: 823 Stations: 7, 6, 5, 4, 19, 20, 21, 30, 31, 32, 33, 40, 39, 11, 10 Stops: 7, 6, 30, 32, 10
Route: 824 Stations: 7, 6, 5, 4, 19, 20, 21, 30, 31, 32, 33, 40, 39, 11, 10, 9 Stops: 7, 6, 5, 21, 32, 40, 39, 11, 10, 9
Route: 835 Stations: 7, 6, 5, 4, 19, 20, 21, 40, 39, 11, 12, 13, 14, 38 Stops: 7, 5, 4, 19, 20, 40, 39, 11, 12, 13, 14, 38
Route: 842 Stations: 7, 6, 5, 4, 19, 20, 21, 41, 8, 9 Stops: 7, 19, 20, 21, 41, 9
Route: 866 Stations: 7, 8, 9, 10, 11, 39, 40, 21, 20, 19, 4, 5, 18, 17, 16 Stops: 7, 8, 9, 10, 39, 40, 20, 19, 17, 16
Route: 869 Stations: 7, 8, 9, 10, 11, 39, 40, 21, 20, 19, 4, 18, 17, 22, 23, 24 Stops: 7, 8, 11, 40, 20, 19, 18, 23, 24
Route: 872 Stations: 7, 8, 9, 10, 11, 39, 40, 21, 29, 30 Stops: 7, 11, 29, 30
Route: 906 Stations: 7, 8, 28, 29, 21, 30, 31, 32, 33, 40, 39, 11 Stops: 7, 28, 29, 30, 31, 32, 40, 11
Route: 916 Stations: 7, 8, 28, 29, 21, 40, 39, 11, 12, 13, 14, 38, 37, 36, 35 Stops: 7, 8, 28, 29, 40, 39, 11, 36, 35
Route: 923 Stations: 8, 7, 6, 5, 4, 3 Stops: 8, 4, 3
Route: 964 Stations: 8, 9, 10, 11, 12, 13, 14, 38 Stops: 8, 10, 38
Route: 981 Stations: 8, 9, 10, 11, 39, 40, 21, 20, 19, 4, 5, 6, 18, 17 Stops: 8, 9, 10, 40, 20, 18, 17
Route: 983 Stations: 8, 9, 10, 11, 39, 40, 21, 20, 19, 4, 18, 17, 22 Stops: 8, 9, 10, 11, 19, 18, 22
Route: 989 Stations: 8, 9, 10, 11, 39, 40, 21, 29, 30, 31 Stops: 8, 9, 10, 11, 40, 21, 29, 30, 31
Route: 992 Stations: 8, 9, 10, 11, 39, 40, 21, 29, 30, 31, 32, 33, 34 Stops: 8, 40, 29, 31, 32, 33, 34
Route: 998 Stations: 8, 27, 26, 28 Stops: 8, 27, 26, 28
Route: 1002 Stations: 8, 27, 26, 28, 29, 21, 20, 19 Stops: 8, 27, 21, 19
Route: 1008 Stations: 8, 28, 29, 21, 20, 19, 4, 3, 2, 5, 6 Stops: 8, 29, 4, 2, 6
Route: 1013 Stations: 8, 28, 29, 21, 20, 19, 4, 18, 17, 22 Stops: 8, 21, 4, 17, 22
Route: 1022 Stations: 8, 28, 29, 21, 30, 31, 32, 33, 40, 39 Stops: 8, 28, 29, 31, 40, 39
Route: 1029 Stations: 8, 28, 29, 21, 40, 39, 11, 10, 12, 13, 14, 15 Stops: 8, 28, 29, 40, 39, 10, 12, 13, 15
Route: 1033 Stations: 8, 28, 29, 21, 40, 39, 11, 12, 13, 14, 38, 37, 36, 35 Stops: 8, 21, 12, 38, 36, 35
Route: 1035 Stations: 8, 28, 29, 21, 40, 39, 11, 38, 37, 36, 41, 42 Stops: 8, 28, 29, 21, 39, 11, 38, 37, 42
Route: 1041 Stations: 9, 8, 7, 6, 5, 4, 3 Stops: 9, 3
Route: 1044 Stations: 9, 8, 7, 6, 5, 4, 3, 2, 18 Stops: 9, 6, 5, 4, 3, 18
Route: 1049 Stations: 9, 8, 7, 6, 5, 4, 18, 17, 19, 20, 21 Stops: 9, 7, 6, 5, 21
Route: 1070 Stations: 9, 8, 7, 6, 5, 4, 19, 20, 21, 40, 39, 11, 12, 13, 14, 38, 37, 36 Stops: 9, 7, 5, 19, 20, 21, 39, 14, 38, 37, 36
Route: 1081 Stations: 9, 8, 27, 26, 28, 29, 21, 20, 19 Stops: 9, 8, 26, 21, 20, 19
Route: 1088 Stations: 9, 8, 28, 29, 21, 20, 19, 4, 3, 2, 5, 6, 7 Stops: 9, 28, 21, 2, 6, 7
Route: 1091 Stations: 9, 8, 28, 29, 21, 20, 19, 4, 5, 6, 18, 17, 16 Stops: 9, 28, 21, 4, 18, 17, 16
Route: 1095 Stations: 9, 8, 28, 29, 21, 22, 23, 30 Stops: 9, 29, 21, 22, 30
Route: 1110 Stations: 9, 8, 28, 29, 21, 40, 39, 11, 12, 13, 14, 38, 37, 36 Stops: 9, 8, 29, 39, 11, 12, 14, 36
Route: 1112 Stations: 9, 8, 28, 29, 21, 40, 39, 11, 38, 37, 36, 41 Stops: 9, 8, 28, 37, 41
Route: 1113 Stations: 9, 8, 28, 29, 21, 40, 39, 11, 38, 37, 36, 41, 42 Stops: 9, 40, 11, 38, 37, 36, 42
Route: 1125 Stations: 9, 10, 11, 38, 37, 36, 39, 40 Stops: 9, 11, 37, 39, 40
Route: 1126 Stations: 9, 10, 11, 38, 37, 36, 39, 40, 21 Stops: 9, 10, 38, 39, 21
Route: 1128 Stations: 9, 10, 11, 38, 37, 36, 39, 40, 21, 20, 19 Stops: 9, 11, 20, 19
Route: 1158 Stations: 9, 10, 11, 39, 40, 21, 29, 28, 8, 7, 6, 5, 4, 3, 2, 18 Stops: 9, 10, 39, 29, 28, 8, 7, 4, 2, 18
Route: 1184 Stations: 10, 9, 8, 7, 6, 5, 4, 3, 2, 18, 17, 16 Stops: 10, 8, 6, 4, 18, 16
Route: 1191 Stations: 10, 9, 8, 7, 6, 5, 4, 19, 20, 21, 22, 23, 29 Stops: 10, 6, 21, 22, 29
Route: 1199 Stations: 10, 9, 8, 7, 6, 5, 4, 19, 20, 21, 30, 31, 32, 33, 40, 39 Stops: 10, 8, 7, 6, 5, 20, 30, 31, 32, 39
Route: 1205 Stations: 10, 9, 8, 7, 6, 5, 4, 19, 20, 21, 40, 39, 11, 12, 13, 14, 38 Stops: 10, 9, 7, 4, 20, 21, 14, 38
Route: 1207 Stations: 10, 9, 8, 7, 6, 5, 4, 19, 20, 21, 40, 39, 11, 12, 13, 14, 38, 37, 36 Stops: 10, 9, 8, 7, 5, 4, 39, 11, 12, 13, 14, 38, 36
Route: 1212 Stations: 10, 9, 8, 7, 6, 5, 4, 19, 20, 21, 41, 27, 26 Stops: 10, 9, 6, 5, 4, 21, 27, 26
Route: 1213 Stations: 10, 9, 8, 7, 6, 5, 4, 19, 20, 21, 41, 27, 26, 25 Stops: 10, 9, 6, 21, 27, 26, 25
Route: 1220 Stations: 10, 9, 8, 27, 26, 28, 29, 21, 20, 19, 4, 3 Stops: 10, 8, 26, 19, 4, 3
Route: 1241 Stations: 10, 9, 8, 28, 29, 21, 30, 31, 32, 33, 40, 39, 11, 12, 13 Stops: 10, 8, 29, 30, 32, 40, 11, 12, 13
Route: 1251 Stations: 10, 9, 8, 28, 29, 21, 41, 11, 12 Stops: 10, 28, 21, 11, 12
Route: 1266 Stations: 10, 11, 38, 37, 36, 39, 40, 21, 20, 19, 4, 3, 2 Stops: 10, 11, 37, 39, 40, 20, 19, 2
Route: 1278 Stations: 10, 11, 39, 40, 21, 20, 19, 4, 5, 6, 7, 8, 28, 18 Stops: 10, 39, 8, 28, 18
Route: 1280 Stations: 10, 11, 39, 40, 21, 20, 19, 4, 5, 6, 7, 8, 28, 18, 17, 16 Stops: 10, 11, 39, 40, 5, 7, 28, 16
Route: 1284 Stations: 10, 11, 39, 40, 21, 22, 23, 29 Stops: 10, 39, 40, 29
Route: 1290 Stations: 10, 11, 39, 40, 21, 22, 23, 29, 28, 8, 7, 6, 5, 4 Stops: 10, 40, 21, 22, 28, 8, 7, 6, 5, 4
Route: 1317 Stations: 11, 10, 9, 8, 7, 6, 5, 4, 3 Stops: 11, 10, 8, 7, 4, 3
Route: 1364 Stations: 11, 10, 9, 8, 28, 29, 21, 22, 23, 30, 31, 32, 33 Stops: 11, 10, 9, 8, 28, 22, 31, 32, 33
Route: 1370 Stations: 11, 10, 9, 8, 28, 29, 21, 41, 12 Stops: 11, 9, 8, 28, 29, 12
Route: 1380 Stations: 11, 38, 37, 36, 39, 40, 21 Stops: 11, 38, 37, 39, 40, 21
Route: 1393 Stations: 11, 39, 40, 21, 20, 19, 4, 5, 6, 7, 8, 9, 27 Stops: 11, 39, 21, 20, 19, 4, 5, 7, 8, 9, 27
Route: 1402 Stations: 11, 39, 40, 21, 20, 19, 4, 18, 17, 22, 23 Stops: 11, 39, 40, 20, 19, 17, 22, 23
Route: 1407 Stations: 11, 39, 40, 21, 22, 23, 29, 28, 8, 7 Stops: 11, 22, 23, 29, 28, 7
Route: 1410 Stations: 11, 39, 40, 21, 22, 23, 29, 28, 8, 7, 6, 5, 4 Stops: 11, 39, 22, 23, 28, 6, 4
Route: 1412 Stations: 11, 39, 40, 21, 22, 23, 29, 28, 8, 7, 6, 5, 4, 3, 2 Stops: 11, 39, 40, 21, 29, 28, 4, 3, 2
Route: 1418 Stations: 11, 39, 40, 21, 29, 28, 8, 7, 6, 5, 4, 18, 17, 19, 20 Stops: 11, 39, 21, 29, 28, 8, 6, 5, 18, 20
Route: 1432 Stations: 12, 11, 10 Stops: 12, 10
Route: 1448 Stations: 12, 11, 10, 9, 8, 7, 6, 5, 4, 18, 17, 19, 20, 21, 22 Stops: 12, 11, 9, 6, 4, 20, 22
Route: 1451 Stations: 12, 11, 10, 9, 8, 7, 6, 5, 4, 19, 20, 21, 22, 23, 29 Stops: 12, 11, 8, 6, 19, 23, 29
Route: 1463 Stations: 12, 11, 10, 9, 8, 7, 6, 5, 4, 19, 20, 21, 41, 27, 26 Stops: 12, 10, 8, 4, 19, 20, 41, 26
Route: 1464 Stations: 12, 11, 10, 9, 8, 7, 6, 5, 4, 19, 20, 21, 41, 27, 26, 25 Stops: 12, 8, 21, 41, 27, 26, 25
Route: 1487 Stations: 12, 11, 10, 9, 8, 28, 29, 21, 22, 23, 30, 31, 32, 33, 34 Stops: 12, 11, 8, 28, 21, 23, 30, 33, 34
Route: 1488 Stations: 12, 11, 10, 9, 8, 28, 29, 21, 30, 31, 32, 33, 40 Stops: 12, 11, 9, 8, 21, 30, 32, 40
Route: 1494 Stations: 12, 11, 10, 9, 8, 28, 29, 21, 41, 38, 37, 36 Stops: 12, 11, 10, 9, 8, 28, 29, 41, 37, 36
Route: 1506 Stations: 12, 11, 39, 40, 21, 20, 19, 4, 3, 2, 5, 6 Stops: 12, 20, 19, 4, 3, 2, 6
Route: 1508 Stations: 12, 11, 39, 40, 21, 20, 19, 4, 3, 2, 5, 6, 7, 8 Stops: 12, 11, 40, 21, 4, 3, 7, 8
Route: 1515 Stations: 12, 11, 39, 40, 21, 20, 19, 4, 5, 6, 7, 8, 27, 26, 28, 29 Stops: 12, 11, 39, 20, 19, 4, 6, 7, 27, 26, 29
Route: 1522 Stations: 12, 11, 39, 40, 21, 22, 23, 29 Stops: 12, 40, 21, 23, 29
Route: 1535 Stations: 12, 11, 39, 40, 21, 29, 28, 8, 7, 6, 5, 4, 18, 17, 19 Stops: 12, 39, 29, 6, 5, 18, 17, 19
Route: 1536 Stations: 12, 11, 39, 40, 21, 29, 28, 8, 7, 6, 5, 4, 18, 17, 19, 20 Stops: 12, 8, 7, 6, 5, 17, 19, 20
Route: 1546 Stations: 12, 11, 39, 40, 21, 29, 28, 8, 27, 26, 30, 31, 32, 33, 34 Stops: 12, 11, 40, 21, 29, 27, 30, 34
Route: 1547 Stations: 12, 11, 39, 40, 21, 30, 31, 32, 33, 41 Stops: 12, 11, 40, 21, 30, 31, 41
Route: 1552 Stations: 13, 12 Stops: 13, 12
Route: 1556 Stations: 13, 12, 11, 10, 9, 8 Stops: 13, 12, 11, 10, 9, 8
Route: 1562 Stations: 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2 Stops: 13, 9, 7, 6, 5, 3, 2
Route: 1569 Stations: 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 18, 17, 19, 20, 21 Stops: 13, 9, 8, 17, 19, 21
Route: 1578 Stations: 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 19, 20, 21, 29, 30, 31, 32, 33 Stops: 13, 10, 7, 6, 5, 4, 19, 20, 30, 33
Route: 1630 Stations: 13, 12, 11, 39, 40, 21, 20, 19, 4, 3, 2, 5, 6, 7, 8 Stops: 13, 12, 40, 21, 19, 4, 3, 2, 5, 8
Route: 1646 Stations: 13, 12, 11, 39, 40, 21, 22, 23, 29, 28, 8 Stops: 13, 11, 40, 22, 23, 29, 8
Route: 1666 Stations: 13, 12, 11, 39, 40, 21, 29, 28, 8, 27, 26, 30, 31, 32 Stops: 13, 12, 39, 29, 28, 26, 32
Route: 1669 Stations: 13, 12, 11, 39, 40, 21, 30, 31, 32, 33, 41 Stops: 13, 12, 39, 40, 31, 32, 33, 41
Route: 1670 Stations: 13, 12, 11, 39, 40, 21, 30, 31, 32, 33, 41, 42 Stops: 13, 39, 30, 31, 32, 41, 42
Route: 1676 Stations: 14, 13, 12, 11, 10 Stops: 14, 13, 11, 10
Route: 1677 Stations: 14, 13, 12, 11, 10, 9 Stops: 14, 13, 11, 9
Route: 1690 Stations: 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 18, 17, 19, 20 Stops: 14, 13, 12, 11, 10, 9, 17, 20
Route: 1697 Stations: 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 19, 20, 21, 29, 30 Stops: 14, 13, 12, 19, 29, 30
Route: 1704 Stations: 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 19, 20, 21, 40, 41 Stops: 14, 11, 10, 9, 5, 4, 40, 41
Route: 1707 Stations: 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 19, 20, 21, 41, 27, 26 Stops: 14, 13, 12, 10, 8, 7, 5, 4, 19, 20, 21, 41, 26
Route: 1713 Stations: 14, 13, 12, 11, 10, 9, 8, 27, 26, 28, 29, 21, 20, 19 Stops: 14, 11, 27, 28, 29, 19
Route: 1746 Stations: 14, 13, 12, 11, 38, 37, 36, 39, 40, 21, 20, 19, 4, 3 Stops: 14, 11, 40, 21, 20, 19, 3
Route: 1757 Stations: 14, 13, 12, 11, 39, 40, 21, 20, 19, 4, 5, 6, 7, 8, 9, 27, 26, 25 Stops: 14, 13, 19, 6, 8, 25
Route: 1758 Stations: 14, 13, 12, 11, 39, 40, 21, 20, 19, 4, 5, 6, 7, 8, 27, 26, 28 Stops: 14, 12, 11, 40, 20, 19, 5, 6, 7, 8, 27, 28
Route: 1765 Stations: 14, 13, 12, 11, 39, 40, 21, 20, 19, 4, 18, 17, 22, 23, 24 Stops: 14, 12, 11, 18, 17, 22, 24
Route: 1774 Stations: 14, 13, 12, 11, 39, 40, 21, 22, 23, 29, 28, 8, 7, 6, 5, 4, 3, 2 Stops: 14, 13, 40, 23, 29, 7, 6, 2
Route: 1780 Stations: 14, 13, 12, 11, 39, 40, 21, 29, 28, 8, 7, 6, 5, 4, 18, 17, 19, 20 Stops: 14, 39, 21, 29, 8, 6, 17, 20
